inventory_id,confidence,reasoning,inventory_name,receipt_item,success,receipt_upc,inventory_item,vendor_item_id,vendor_name
PESNS0SE4JJPA,95,"Matched brand 'Jack Link's', variant 'Sweet And Hot', and size '1.25 oz'. No other Jack Link's variant matched better.",Jack Link's 10000008342 Beef Jerky | 1.25 Oz | Sweet And Hot,JACK LINKS BEEF JERKEY SWEET&H 10/1.25OZ,True,1708287731,"{'id': 'PESNS0SE4JJPA', 'name': ""Jack Link's 10000008342 Beef Jerky | 1.25 Oz | Sweet And Hot""}",1002,
QC5AZXF8EM4PM,95,"Matched brand 'Jack Link's', variant 'Teriyaki', and size '1.25 oz'. No other Jack Link's variant matched better.",J Links bf jerky orig 1.25oz,JACK LINKS BEEF JERKEY TERIYAK 10/1.25OZ,True,1708287750,"{'id': 'QC5AZXF8EM4PM', 'name': 'J Links bf jerky orig 1.25oz'}",84,
SSWHFVXWCCCPE,95,"Matched brand 'Wrigley', product name 'Juicy Fruit', and variant '.50P PD 5 STICK/40CT'. No other Wrigley variant matched better.",Wrigley S Winterfresh 50c Gum 40ct,WRIGLEY JUICY FRIUT .50P PD 5 STICK/40CT,True,2200029325,"{'id': 'SSWHFVXWCCCPE', 'name': 'Wrigley S Winterfresh 50c Gum 40ct'}",956,
VPWDNKMZNRMY8,95,"Matched brand 'tic tac', variant 'orange', and size '1oz'. No other tic tac variant matched better.",tic tac fruit 1oz,TICTAC SINGLES ORANGE 1OZ 12CT,True,980005773,"{'id': 'VPWDNKMZNRMY8', 'name': 'tic tac fruit 1oz'}",1077,
057CNZQHJEZM8,85,Matched brand 'Trident' and variant 'Berry Lime'. Closest match based on flavor variant.,Trident berry Lime 14s,TRIDENT BUBBLE GUM 12/12CT,True,1254601143,"{'id': '057CNZQHJEZM8', 'name': 'Trident berry Lime 14s'}",1053,
TDA2WH9J92MAW,85,"Matched brand 'M&M', variant 'Peanut', and size '1.74oz'. No other M&M variant matched better.",M&M peanut 1.74oz,MR. GOODBAR 1.72OZ 36CT,True,3400024300,"{'id': 'TDA2WH9J92MAW', 'name': 'M&M peanut 1.74oz'}",880,
E7KHB5M55T6VA,95,"Matched brand 'Hershey's', product name 'Milk Chocolate With Whole Almonds', and size '36CT'. No other Hershey's variant matched better.",Hershey's Milk Chocolate With Whole Almonds,HERSHEYS MILK CHOCOLATE W/ALMOND 36CT,True,3400024100,"{'id': 'E7KHB5M55T6VA', 'name': ""Hershey's Milk Chocolate With Whole Almonds""}",881,
JXEVFT0G1WHDM,95,Matched brand 'Butterfinger' and size '36CT'. No other Butterfinger variant matched better.,butterfinger 1.9oz,NESTLE BUTTERFINGER 36CT,True,2800047635,"{'id': 'JXEVFT0G1WHDM', 'name': 'butterfinger 1.9oz'}",917,
NTMPC281WW9BR,95,"Matched brand 'Orbit', variant 'Spearmint', and size '12CT'. No other Orbit variant matched better.",Orbit spearmint 14p,ORBIT GUM SPEARMINT 12CT,True,2200011484,"{'id': 'NTMPC281WW9BR', 'name': 'Orbit spearmint 14p'}",966,
FG4W1DSND3PME,85,Matched brand 'Nestle' and product name 'Chunky'. No other Nestle Chunky variant matched better.,chunky 1.4oz,NESTLE CHUNKY 24CT,True,2800021503,"{'id': 'FG4W1DSND3PME', 'name': 'chunky 1.4oz'}",919,
E7KHB5M55T6VA,85,"Matched brand 'Hersheys', variant 'Milk Chocolate With Whole Almonds'. Closest match based on brand and variant.",Hersheys milk whl almond 41g,HERSHEYS ALMOND JOY BAR 36/1.76OZ,True,3400090320,"{'id': 'E7KHB5M55T6VA', 'name': 'Hersheys milk whl almond 41g'}",871,
W41SQHP3XEMF6,95,Matched brand 'TWIX' and size '1.79oz'. No other TWIX variant matched better.,Twix 1.79oz,TWIX CANDY BAR 36CT,True,4000035391,"{'id': 'W41SQHP3XEMF6', 'name': 'Twix 1.79oz'}",826,
4N0C0DZF728N6,95,"Matched brand 'Slim Jim', variant 'Original', and size '0.97 oz'. No other Slim Jim variant matched better.",Slim Jim Snack Stick | Smoked | Original | Giant 0.97 Oz,SLIM JIM GIANT ORIGINAL 24/.97OZ .,True,2620011705,"{'id': '4N0C0DZF728N6', 'name': 'Slim Jim Snack Stick | Smoked | Original | Giant 0.97 Oz'}",925,
QC5AZXF8EM4PM,95,"Matched brand 'Jack Link's', variant 'Original', and size '1.25 oz'. No other Jack Link's variant matched better.",Jack Link's Original Beef Jerky Meat Snacks | 1.25 Oz,JACK LINKS BEEF JERKEY ORIGINAL10/1.25O,True,1708287746,"{'id': 'QC5AZXF8EM4PM', 'name': ""Jack Link's Original Beef Jerky Meat Snacks | 1.25 Oz""}",1001,
7ASCAE0K6FBK2,85,Matched brand 'Trident' and variant 'Peppermint'. No other Trident variant matched better.,Trident peppermint 16p,WRIGLEY EXTRA PEPPERMINT 15STK/10CT,True,2200015952,"{'id': '7ASCAE0K6FBK2', 'name': 'Trident peppermint 16p'}",960,
EZ27TG00GWSTR,95,"Matched brand 'Dentyne', variant 'Ice Peppermint Sugar Free Gum', and size '16ct'.",Dentyne peppermint 16p,DENTYNE ICE PEPPERMINT 9/16CT,True,1254609728,"{'id': 'EZ27TG00GWSTR', 'name': 'Dentyne peppermint 16p'}",1050,
1HAB8XBMH0N7M,85,"Matched brand 'Wrigley', product 'Doublemint', and size '.50 PPD 5 STK 20/40CT'. No other Wrigley variant matched better.",Wrigley's Double Mint 0.50 Pre,WRIGLEY DOUBLEMINT .50 PPD 5 STK 20/40CT,True,2200029322,"{'id': '1HAB8XBMH0N7M', 'name': ""Wrigley's Double Mint 0.50 Pre""}",957,
3WE962CYJAPFW,95,Matched brand 'Kitkat' and size '1.5oz'. No other Kit Kat variant matched better.,Kitkat 1.5oz,KIT KAT BAR KING SIZE 24CT,True,3400022600,"{'id': '3WE962CYJAPFW', 'name': 'Kitkat 1.5oz'}",882,
RFCWYDJ7EZ7DC,95,"Matched brand 'Extra', variant 'Smooth Mint', and size '15 stick'. No other variant matched better.",EX gum smooth mint 15s,WRIGLEY EXTRA SMOOTH MINT 15STK/10CT,True,2200012152,"{'id': 'RFCWYDJ7EZ7DC', 'name': 'EX gum smooth mint 15s'}",962,
K3WKA023HRSH4,95,"Matched brand 'Twizzlers', variant 'Twists Strawberry Flavored Chewy Candy', and size '5 oz King Size Bag'.",Twizzler king 5oz,TWIZZLERS KING SZ BAG15CT,True,3400053103,"{'id': 'K3WKA023HRSH4', 'name': 'Twizzler king 5oz'}",874,
ENGJBGZC6PSX8,95,"Matched brand 'Eclipse', variant 'Spearmint', and size '18 piece'. No other Eclipse variant matched better.",eclipse spearmint 18p,ECLIPSE GUM 18 PIECE SPEARMINT 8CT,True,2200011965,"{'id': 'ENGJBGZC6PSX8', 'name': 'eclipse spearmint 18p'}",963,
W6A2Z0FSZQ4BW,95,Matched brand 'Kit Kat' and variant 'BigKat'. No other Kit Kat variant matched better.,BigKat,KIT KAT BIG KAT KING SIZE 16CT,True,3400024521,"{'id': 'W6A2Z0FSZQ4BW', 'name': 'BigKat'}",878,
175X5VKZKGVQA,95,Matched brand 'Snickers' and product name 'Full Size Chocolate Candy Bar'. No other Snickers variant matched better.,sncikers 1.86oz,SNICKERS 48CT,True,4000051426,"{'id': '175X5VKZKGVQA', 'name': 'sncikers 1.86oz'}",824,
175X5VKZKGVQA,95,Matched brand 'Snickers' and product name 'Full Size Chocolate Candy Bar'. No other Snickers variant matched better.,sncikers 1.86oz,SNICKERS 48CT,True,4000052431,"{'id': '175X5VKZKGVQA', 'name': 'sncikers 1.86oz'}",821,
CF0JX8YVXB2CE,95,Matched brand 'Colgate' and product name 'Toothbrush Soft'. No other Colgate variant matched better.,toothbrush colgate soft,TOILET BOWL BRUSH WITH STAND 1CT,True,7150643006B,"{'id': 'CF0JX8YVXB2CE', 'name': 'toothbrush colgate soft'}",4498,
QF5Y6BX2MK0W4,95,"Matched brand '5 Gum Wrigley’s Five', variant 'Rain', and size '15 stick 10CT'. No other variant matched better.",5 Gum Wrigley’s Five Rain Sugar Free 1,WRIGLEY FIVE GUM 15 STICK RAIN 10CT,True,6490020838,"{'id': 'QF5Y6BX2MK0W4', 'name': '5 Gum Wrigley’s Five Rain Sugar Free 1'}",615,
EZ27TG00GWSTR,95,"Matched brand 'Dentyne', variant 'Ice Peppermint Sugar Free Gum'. No other Dentyne variant matched better.",Dentyne peppermint 16p,DENTYNE ICE ARCTIC CHILL 9/16CT,True,1254609727,"{'id': 'EZ27TG00GWSTR', 'name': 'Dentyne peppermint 16p'}",1051,
XEXNCFF4NKWHP,95,"Matched brand 'Eclipse', variant 'Peppermint', and size '18 PC 8CT'. No other Eclipse variant matched better.",eclipse pepper 18s,ECLIPSE GUM 18 PC PEPPERMINT 8CT,True,2200011944,"{'id': 'XEXNCFF4NKWHP', 'name': 'eclipse pepper 18s'}",964,
H1X1426NF8DQ8,95,"Matched brand 'Dentyne', variant 'Ice Spearmint', and size '16 Ct Pack'. No other Dentyne variant matched better.",Dentyne spearmint 16p,DENTYNE ICE SPEARMINT 9/16CT,True,1254609729,"{'id': 'H1X1426NF8DQ8', 'name': 'Dentyne spearmint 16p'}",1049,
VDHCHBH7CRPDY,95,Matched brand 'Dove' and variant 'Milk Chocolate'. Size '1.44 oz' also matches.,Dove Silky Smooth Milk Chocolate 1.44 Oz Bar,DOVE MILK CHOCOLATE 18/1.44 OZ,True,4000055984,"{'id': 'VDHCHBH7CRPDY', 'name': 'Dove Silky Smooth Milk Chocolate 1.44 Oz Bar'}",820,
VM5WT9V1BJHN0,95,"Matched brand 'Kinder', product name 'Kinder Bueno', and size '1.5oz'. No other Kinder Bueno variant matched better.",Kinder Chocolate,KINDER BUENO 20CT,True,980055201,"{'id': 'VM5WT9V1BJHN0', 'name': 'Kinder Chocolate'}",1076,
NTMPC281WW9BR,85,Matched brand 'ORBIT' and variant 'Peppermint'. Size was not specified in the receipt item description.,Wrigley ORBIT Spearmint Gum - 14 Pieces,ORBIT GUM PEPPERMINT 12CT,True,2200011486,"{'id': 'NTMPC281WW9BR', 'name': 'Wrigley ORBIT Spearmint Gum - 14 Pieces'}",83,
MKQMBRK2HT298,95,Matched brand 'Cheerios' and variant 'Honey Nut Cup Breakfast Cereal'. No other Cheerios variant matched better.,Cheerios Honey Nut Cup Breakfast Cereal - 1.8oz - General Mills,CHEERIOS CEREAL CUP 6 CT,True,1600013896,"{'id': 'MKQMBRK2HT298', 'name': 'Cheerios Honey Nut Cup Breakfast Cereal - 1.8oz - General Mills'}",1009,
95AXPCKTAKG20,85,"Matched brand 'G', variant 'fruit punch', and size '20oz'. No other G variant matched better.",G fruitpunch 20oz,FRUIT GUSHERS 42CT,True,1600014698,"{'id': '95AXPCKTAKG20', 'name': 'G fruitpunch 20oz'}",1006,
DY6XDPJN3EQ5A,95,"Matched brand 'Cheerios', variant 'Honey Nut', and size '10.8 oz box'. Best match based on brand and variant.",Cheerios Honey Nut Gluten Free Cereal | 10.8 Oz Box,HONEY NUT CHEERIOS CEREAL CUP 6CT,True,1600013898,"{'id': 'DY6XDPJN3EQ5A', 'name': 'Cheerios Honey Nut Gluten Free Cereal | 10.8 Oz Box'}",1007,
4N0C0DZF728N6,85,"Matched brand 'Slim Jim', variant 'Original', and size 'Giant 0.97 Oz'. No other Slim Jim variant matched better.",Slim Jim Snack Stick | Smoked | Original | Giant 0.97 Oz,BULLS BIGGEST SNACK STICK BOX/24CT,True,72796850030,"{'id': '4N0C0DZF728N6', 'name': 'Slim Jim Snack Stick | Smoked | Original | Giant 0.97 Oz'}",337,
831BHCTWT3MQW,95,Matched brand 'Pepperidge Farm' and product name 'Milano Milk Chocolate'. No other variant matched better.,pepp farm milano milk choco,PEPP MILANO 1T,True,01410006547,"{'id': '831BHCTWT3MQW', 'name': 'pepp farm milano milk choco'}",4473,
25GBQGE7BBBFG,85,"Matched brand 'Bumble Bee', variant 'Solid White Water', and size '5oz'. Closest match based on brand and variant.",B Bee whi alba w/water 5oz,BUMBLEBEE SOLID WHITE WATER 48/5OZ,True,866053,"{'id': '25GBQGE7BBBFG', 'name': 'B Bee whi alba w/water 5oz'}",1086,
7XA6D87T6WZR6,95,"Matched brand 'Nature Valley', variant 'Oats 'n Dark Chocolate', and size '18/1.5oz'. No other Nature Valley variant matched better.",Nature Valley Crunchy Granola Bars Oats 'n Dark Chocolate,NATURE VALLEY OATS&DARK CHOC18/1.5OZ,True,1600031261,"{'id': '7XA6D87T6WZR6', 'name': ""Nature Valley Crunchy Granola Bars Oats 'n Dark Chocolate""}",1003,
Y52AHE2XSK5YG,95,"Matched brand 'Hi-Chew', variant 'Fruit Mix', and size '3.53oz'. No other Hi-Chew variant matched better.",Hi-chew fruity 3.53oz,HI CHEW FRUIT MIX PEG BAG 6/3.53OZ,True,10857983004337,"{'id': 'Y52AHE2XSK5YG', 'name': 'Hi-chew fruity 3.53oz'}",181,
AA36EGA9DHPXC,95,Matched brand 'Altoids' and variant 'Peppermint'. No other Altoids variant matched better.,Altoids peppermint .37oz,ALTOIDS MINTS SMALLS WINTERGREEN .37OZ 9,True,2200010905,"{'id': 'AA36EGA9DHPXC', 'name': 'Altoids peppermint .37oz'}",968,
3REZ77PZC6GJJ,95,Matched brand 'Cinnamon Toast Crunch' and size '12oz'. No other variant matched better.,Cinnamon Toast Crunch Breakfast Cereal - 12oz - General Mills,CINNAMON TOAST CRUNCH CEREAL CUP 6 CT,True,1600013897,"{'id': '3REZ77PZC6GJJ', 'name': 'Cinnamon Toast Crunch Breakfast Cereal - 12oz - General Mills'}",1008,
YJGDNGHBHAAST,95,"Matched brand 'Kellogg's', product name 'Froot Loops', and size '1.5 oz cup'. No other Froot Loops variant matched better.",Froot Loops Kellogg S Original Cold Breakfast Cereal Single Serve 1.5 Oz Cup,FROOT LOOPS CEREAL CUP 6 CT,True,3800001246,"{'id': 'YJGDNGHBHAAST', 'name': 'Froot Loops Kellogg S Original Cold Breakfast Cereal Single Serve 1.5 Oz Cup'}",849,
FAHKMBP4KP0XW,95,Matched brand 'Tic Tac' and product name 'Fruit Adventure'. No other variant matched better.,tic tac,TICTAM A,True,00980005367,"{'id': 'FAHKMBP4KP0XW', 'name': 'tic tac'}",4930,
CEPPZK3AXNM1E,95,Matched brand 'Kellogg's' and variant 'Frosted Flakes'. No other variant matched better.,Frosted Flakes Kellogg's Original Breakfast Cereal Cup,FROSTED FLAKES CEREAL CUP 6 CT,True,3800001468,"{'id': 'CEPPZK3AXNM1E', 'name': ""Frosted Flakes Kellogg's Original Breakfast Cereal Cup""}",848,
24WTXZJ0HGSJJ,95,"Matched brand 'Star k', product name 'chunk light water', and size '5oz'. No other item matched better.",Star k chunk light water 5oz,STARKIST CHUNK LTHLVS WATR 48/5OZ,True,10080000006735,"{'id': '24WTXZJ0HGSJJ', 'name': 'Star k chunk light water 5oz'}",195,
25GBQGE7BBBFG,85,"Matched brand 'Bumble Bee', product 'Tuna In Water | Albacore | Solid White', and size '5oz'.",B Bee whi alba w/water 5oz,BUMBLEBEE SOLID WHITE OIL 48/5OZ,True,866083,"{'id': '25GBQGE7BBBFG', 'name': 'B Bee whi alba w/water 5oz'}",1085,
AA36EGA9DHPXC,85,Matched brand 'Altoids' and variant 'Peppermint'. Size was not specified in the receipt item description.,Altoids peppermint 1.76oz,YORK PEPPERMINT PATTIES 175CT,True,3400006642,"{'id': 'AA36EGA9DHPXC', 'name': 'Altoids peppermint 1.76oz'}",884,
P8FCXZMZT827E,95,"Matched brand 'Haribo', product name 'Gold Bears', and variant 'Sour'. Size '4.5 oz' was not available in inventory, but closest match found.",Haribo Gold Bears Gummi Candy 5 Oz Peg Bag,HARIBO PEG BAG SOUR GOLD BEARS 12/4.5 OZ,True,4223831220,"{'id': 'P8FCXZMZT827E', 'name': 'Haribo Gold Bears Gummi Candy 5 Oz Peg Bag'}",770,
SVHJR5EKRRWVG,95,"Matched brand 'David', variant 'Original', and size '12CT'. No other David variant matched better.",David Orig. Sunflower Seed,DAVID SUNFLOWER SEED TUBE ORIGINAL 12CT,True,2620077234,"{'id': 'SVHJR5EKRRWVG', 'name': 'David Orig. Sunflower Seed'}",797,
EQX92RZDXJEKG,85,Matched brand 'David' and variant 'Original'. No other David variant matched better.,David Orig. 175,DAVID SUNFLWR SEEDS 24/1.75 OZ,True,2620000615,"{'id': 'EQX92RZDXJEKG', 'name': 'David Orig. 175'}",927,
VDHCHBH7CRPDY,95,Matched brand 'Dove' and variant 'Silky Smooth Dark Chocolate Singles Bar'. Size was not specified but closest match based on brand and variant.,Dove Silky Smooth Milk Chocolate 1.44 Oz Bar,DOVE DARK CHOCOLATE 18/1.44 OZ,True,4000055985,"{'id': 'VDHCHBH7CRPDY', 'name': 'Dove Silky Smooth Milk Chocolate 1.44 Oz Bar'}",819,
TPTSAKFKWDNV4,95,"Matched brand 'Crown Prince', variant 'Flat Fillet Anchovies', and size '2 oz'. No other variant matched better.",C Prince Anchovies 2oz,CROWN PRINCE FLT FILT ANCHVOLV 12/2OZ,True,73230010316,"{'id': 'TPTSAKFKWDNV4', 'name': 'C Prince Anchovies 2oz'}",336,
F1TAJTTB6R3TA,95,Matched brand 'Duraflame' and size '6lb'. No other Duraflame variant matched better.,duraflame fire log 6lb,DURFLAME FIRELOG 4HRS XTIME 6/6LB,True,4113700007,"{'id': 'F1TAJTTB6R3TA', 'name': 'duraflame fire log 6lb'}",812,
5CDWFDQMXCWSM,85,"Matched brand 'Pringles', variant 'Sour Cream & Onion', and size '5.5oz'. Closest match based on flavor and size.",Pringle sour &onion 5.5oz,PRINGLES REGULAR SC&ONION 14/5.96 OZ,True,3800084500,"{'id': '5CDWFDQMXCWSM', 'name': 'Pringle sour &onion 5.5oz'}",833,
VWSMHQWERK816,95,Matched brand 'MorningStar Farms' and variant 'Buffalo Wings 10.5 Oz'. No other variant matched better.,m star buffalo,MORNING STAR BUFFALO WG 6/10.50Z,True,000706620827,"{'id': 'VWSMHQWERK816', 'name': 'm star buffalo'}",4490,
BGEJDV5BM0T5Y,95,"Matched brand 'ZYN', variant 'Chill', and size '5 roll'. No other ZYN variant matched better.",Zyn Smooth 6 Mg-5pk,ZYN 6MGS CHILL 5 ROLL,True,60924992042,"{'id': 'BGEJDV5BM0T5Y', 'name': 'Zyn Smooth 6 Mg-5pk'}",369,
BGEJDV5BM0T5Y,95,"Matched brand 'ZYN', variant 'Smooth', and size '5 roll'. No other ZYN variant matched better.",ZYN Smooth 6 Mg,ZYN 6MGS SMOOTH 5 ROLL,True,60924991442,"{'id': 'BGEJDV5BM0T5Y', 'name': 'ZYN Smooth 6 Mg'}",371,
MNEC99YV9EN72,85,"Matched brand 'Black & Mild', variant 'Jazz', and size 'PT UPR 25'. No other Black & Mild variant matched better.",Black & Mild Cigar Jazz,BLACK & M 1.39 JAZZ PT UPR 25,True,7013751529,"{'id': 'MNEC99YV9EN72', 'name': 'Black & Mild Cigar Jazz'}",605,
SS2H5HSRRSGTY,85,Matched 'original' variant in 'pillsbury original 16.3oz'. No other variant matched better.,pillsbury original 16.3oz,BLACK & M 1.39 ORIGINAL UPR 25,True,7013783435,"{'id': 'SS2H5HSRRSGTY', 'name': 'pillsbury original 16.3oz'}",603,
FB6NF5P7EXVRC,85,"Matched brand 'Lays', product name 'Baked Original'. No other Lays variant matched better.",Lays Baked Original,BLACK & M ORIGINAL NP/PTIP 25CT,True,7013783995,"{'id': 'FB6NF5P7EXVRC', 'name': 'Lays Baked Original'}",602,
10HEHYTC2HA56,95,"Matched brand 'RAW', product name 'Classic Slim King Size Rolling Papers', and size '50CT'.",RAW Classic Slim King Size Rolling Papers,RAW KING SIZE SLIM CLASSIC BOX/50CT,True,71616517736,"{'id': '10HEHYTC2HA56', 'name': 'RAW Classic Slim King Size Rolling Papers'}",351,
RBV950A2SDTJ4,85,"Matched brand 'Bambu', product name 'Big Pure Hemp Rolling Paper'. No other Bambu variant matched better.",Bambu Big Pure Hemp Rolling Paper,RAW KING SUPREME CIG PAPER 24 CT,True,71616517145,"{'id': 'RBV950A2SDTJ4', 'name': 'Bambu Big Pure Hemp Rolling Paper'}",352,
NZ633ANV74FB6,95,Matched brand 'Marlboro' and variant 'Red'. No other Marlboro variant matched better.,Marlboro Red,MARLBORO KG GOLD BOX-FSC,True,2820013840,"{'id': 'NZ633ANV74FB6', 'name': 'Marlboro Red'}",814,
9X85C7K66BTTG,95,Matched brand 'Marlboro' and variant '100s bx'. No other Marlboro variant matched better.,Marlboro 100s bx,MARLBORO 100 GOLD BOX-FSC,True,2820014650,"{'id': '9X85C7K66BTTG', 'name': 'Marlboro 100s bx'}",914,
ENTHK7PMHNJ4T,85,Matched brand 'Capri' and product name 'reg box'. No other Capri variant matched better.,capri reg box,CAPRI 100 MAGENTA-FSC,True,2720020700,"{'id': 'ENTHK7PMHNJ4T', 'name': 'capri reg box'}",923,
RP824NX2JJ0K4,95,Matched brand 'Bambu' and variant 'Classic Paper'. No other Bambu variant matched better.,Big Bambu Classic- Rolling Paper,BAMBU CLASSIC PAPER 50/32 SHEET,True,7601300006,"{'id': 'RP824NX2JJ0K4', 'name': 'Big Bambu Classic- Rolling Paper'}",545,
10MD74C4SN3PY,95,Matched brand 'Marlboro' and variant '100s bx'. No other Marlboro variant matched better.,Marlboro bx 100s,MARLBORO 100 SILVER BOX-FSC,True,2820014780,"{'id': '10MD74C4SN3PY', 'name': 'Marlboro bx 100s'}",913,
TTHNKWGKR50FJ,95,"Matched brand 'Al Capone', variant 'Blue Non Filter', and size '10pk'. No other Al Capone variant matched better.",Al Capone Blue Non Filter 10pk,AL CAPONE BLUES NONFILTER 10/10 PK,True,71751901150,"{'id': 'TTHNKWGKR50FJ', 'name': 'Al Capone Blue Non Filter 10pk'}",350,
FB6NF5P7EXVRC,85,Matched brand 'Lays' and variant 'Original'. No other Lays variant matched better.,Lays Baked Original,BLACK & M 1.19 ORIGINAL UPR 25,True,7013783205,"{'id': 'FB6NF5P7EXVRC', 'name': 'Lays Baked Original'}",604,
NTMPC281WW9BR,85,"Matched brand 'Wrigley' and variant 'Spearmint'. Size information not available, but no other Wrigley variant matched better.",Wrigley ORBIT Spearmint Gum - 14 Pieces,WRIGLEY EXTRA SPEARMINT 15STK/10CT,True,02200015954,"{'id': 'NTMPC281WW9BR', 'name': 'Wrigley ORBIT Spearmint Gum - 14 Pieces'}",5021,
407REQ90PAEGY,95,Matched brand 'Black & Mild' and variant 'Jazz Plastic Tip'. No other Black & Mild variant matched better.,Black & Mild Jazz Plastic Tip,BLACK & MILD JAZZ PT UPR 25,True,7013751121,"{'id': '407REQ90PAEGY', 'name': 'Black & Mild Jazz Plastic Tip'}",607,
YXYJX02QP429E,95,Matched brand 'Trident' and variant 'Watermelon Twist'. No other Trident variant matched better.,Trident Watermelon Twist Sugar Free Gum | 14 Piece Pack,TRIDENT WATERMELON TWIST 12CT,True,01254601112,"{'id': 'YXYJX02QP429E', 'name': 'Trident Watermelon Twist Sugar Free Gum | 14 Piece Pack'}",5025,
3FR3WW22KNTC6,85,Matched brand 'Trident' and variant 'White'. No other Trident variant matched better.,trident white 16p,PARLIAMENT KG WHITE BOX-FSC,True,2820017840,"{'id': '3FR3WW22KNTC6', 'name': 'trident white 16p'}",912,
KWFW2AH8RFET0,95,"Matched brand 'Natural American Spirit', variant 'Blue Box-FSC'. No other variant matched better.",Natural American Spirit Cigarettes | Blue,AMERICAN SPIRIT KG BLUE BOX-FSC,True,4799585518,"{'id': 'KWFW2AH8RFET0', 'name': 'Natural American Spirit Cigarettes | Blue'}",681,
0WTC5VZF0C0XR,95,Matched brand 'Reese's' and product name 'Big Cup King Size'. No other Reese's variant matched better.,Reeses Big cups,REESES PNB BIG CUP KING SZ 16/1.4OZ,True,03400043096,"{'id': '0WTC5VZF0C0XR', 'name': 'Reeses Big cups'}",5018,
VPWDNKMZNRMY8,85,Matched brand 'Tic Tac' and variant 'Fruit Adventure'. Closest match based on variant.,tic tac fruit 1oz,TICTAC FRUIT ADVENTURE 12/1.7OZ,True,00980005387,"{'id': 'VPWDNKMZNRMY8', 'name': 'tic tac fruit 1oz'}",5027,
MNEC99YV9EN72,85,"Matched brand 'Black & Mild', variant 'Jazz', and size '1T'. No other Black & Mild variant matched better.",Black & Mild Cigar Jazz,BLACK & M 1.19 JAZZ UPR 25,True,7013751489,"{'id': 'MNEC99YV9EN72', 'name': 'Black & Mild Cigar Jazz'}",606,
HGV2H0W1Z66FJ,85,Matched brand 'NABISCO' and product name 'CHIPS AHOY'. No other Nabisco variant matched better.,chips Ahoy 1.55oz,NABISCO CHIPS AHOYS SINGLE 10/1.55 OZ,True,04400007838,"{'id': 'HGV2H0W1Z66FJ', 'name': 'chips Ahoy 1.55oz'}",5057,
AB44DA96WEHWC,95,Matched brand 'Nissin' and variant 'Chicken'. No other Nissin variant matched better.,Nissin Premium Teriyaki Chicken Flavor Chow Mein Noodles,NISSIN CHOW MEIN CHICKEN 8/4OZ,True,0007066208271,"{'id': 'AB44DA96WEHWC', 'name': 'Nissin Premium Teriyaki Chicken Flavor Chow Mein Noodles'}",5063,
CF0JX8YVXB2CE,95,Matched brand 'Colgate' and product name 'Toothbrush Soft'. No other Colgate variant matched better.,toothbrush colgate soft,TOILET BOWL BRUSH WITH STAND 1CT,True,71506430068,"{'id': 'CF0JX8YVXB2CE', 'name': 'toothbrush colgate soft'}",5071,
R5N9GMJY7K0NA,85,Matched brand 'New England coffee' and size '12oz'. No other item had a closer match.,New England coffee 12oz,COFFEE MATE PWDR 12/6 OZ,True,50000300600,"{'id': 'R5N9GMJY7K0NA', 'name': 'New England coffee 12oz'}",378,
0X0V7X1GN84RY,95,"Matched brand 'Gain', variant 'Original', and size '25 oz'. No other Gain variant matched better.",Gain orig 25oz,GAIN LIQ ORIGINAL 2X 6/25 OZ,True,1003700078050,"{'id': '0X0V7X1GN84RY', 'name': 'Gain orig 25oz'}",5213,
8C7SKX8GRJWQM,85,"Matched brand 'Tide', variant 'Liquid Laundry Detergent | Original | 32 Loads', and size '46 Fl Oz'.",tide orig 46oz,TIDE LQ 2X ORIG 16 LD 6/2 FL,True,1003760013275,"{'id': '8C7SKX8GRJWQM', 'name': 'tide orig 46oz'}",5214,
831BHCTWT3MQW,95,Matched brand 'Pepperidge Farm' and product name 'Milano Milk Chocolate Cookies'. No other variant matched better.,pepp farm milano milk choco,PEPP MILANO 1T,True,1410007412,"{'id': '831BHCTWT3MQW', 'name': 'pepp farm milano milk choco'}",1039,
7AFP7BPW261XA,85,Matched brand 'Lance' and variant 'Real Cheddar Cheese Crackers'. No other Lance variant matched better.,Lance Toast chz ched 40g,LANCE LC CHIVES 10 CT,True,7641090616,"{'id': '7AFP7BPW261XA', 'name': 'Lance Toast chz ched 40g'}",530,
37YXNJJRA58DA,95,"Matched brand 'Lance', product name 'Tost Cheez Peanut Butter', and count '10 CT'.",Lance tost cheez pnt butr 39g,LANCE TOST CHEE PEANUT BUTTER 10 CT,True,7641090610,"{'id': '37YXNJJRA58DA', 'name': 'Lance tost cheez pnt butr 39g'}",533,
VMRHD0M3ETMXJ,85,"Matched brand 'Newtons', product name 'Fig bar', and size '2 oz'. No other Newtons variant matched better.",Newtons Fig bar 2oz,NABISCO FIG NEWTON 12/2 OZ,True,4400008844,"{'id': 'VMRHD0M3ETMXJ', 'name': 'Newtons Fig bar 2oz'}",723,
V4ESQ63C8FXZY,85,Matched brand 'Oreo' and variant 'Chocolate Sandwich Cookies - Snack Pack'. Size '2.4 Ounce' also matches.,Oreo 6s 2.4oz,OREO COOKIES 30/2.4 OZ,True,4400004703,"{'id': 'V4ESQ63C8FXZY', 'name': 'Oreo 6s 2.4oz'}",726,
